,value,prev,prev_2,prev_3,last_5_mean,z,date,time,dow,hour,min
80,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,02:55:00,0,2,55
81,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,03:00:00,0,3,0
82,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,03:05:00,0,3,5
83,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,03:10:00,0,3,10
84,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,03:15:00,0,3,15
85,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,03:20:00,0,3,20
86,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,03:25:00,0,3,25
87,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,03:30:00,0,3,30
88,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,03:35:00,0,3,35
89,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,03:40:00,0,3,40
90,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,03:45:00,0,3,45
91,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,03:50:00,0,3,50
92,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,03:55:00,0,3,55
93,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,04:00:00,0,4,0
94,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,04:05:00,0,4,5
95,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,04:10:00,0,4,10
96,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,04:15:00,0,4,15
97,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,04:20:00,0,4,20
98,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,04:25:00,0,4,25
99,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,04:30:00,0,4,30
100,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,04:35:00,0,4,35
101,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,04:40:00,0,4,40
102,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,04:45:00,0,4,45
103,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,04:50:00,0,4,50
104,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,04:55:00,0,4,55
105,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,05:00:00,0,5,0
106,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,05:05:00,0,5,5
107,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,05:10:00,0,5,10
108,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,05:15:00,0,5,15
109,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,05:20:00,0,5,20
110,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,05:25:00,0,5,25
111,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,05:30:00,0,5,30
112,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,05:35:00,0,5,35
113,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,05:40:00,0,5,40
114,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,05:45:00,0,5,45
115,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,05:50:00,0,5,50
116,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,05:55:00,0,5,55
117,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,06:00:00,0,6,0
118,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,06:05:00,0,6,5
119,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,06:10:00,0,6,10
120,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,06:15:00,0,6,15
121,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,06:20:00,0,6,20
122,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,06:25:00,0,6,25
123,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,06:30:00,0,6,30
124,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,06:35:00,0,6,35
125,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,06:40:00,0,6,40
126,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,06:45:00,0,6,45
127,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,06:50:00,0,6,50
128,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,06:55:00,0,6,55
129,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,07:00:00,0,7,0
130,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,07:05:00,0,7,5
131,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,07:10:00,0,7,10
132,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,07:15:00,0,7,15
133,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,07:20:00,0,7,20
134,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,07:25:00,0,7,25
135,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,07:30:00,0,7,30
136,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,07:35:00,0,7,35
137,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,07:40:00,0,7,40
138,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,07:45:00,0,7,45
139,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,07:50:00,0,7,50
140,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,07:55:00,0,7,55
141,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,08:00:00,0,8,0
142,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,08:05:00,0,8,5
143,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,08:10:00,0,8,10
144,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,08:15:00,0,8,15
145,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,08:20:00,0,8,20
146,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,08:25:00,0,8,25
147,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,08:30:00,0,8,30
148,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,08:35:00,0,8,35
149,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,08:40:00,0,8,40
150,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,08:45:00,0,8,45
151,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,08:50:00,0,8,50
152,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,08:55:00,0,8,55
153,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,09:00:00,0,9,0
154,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,09:05:00,0,9,5
155,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,09:10:00,0,9,10
156,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,09:15:00,0,9,15
157,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,09:20:00,0,9,20
158,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,09:25:00,0,9,25
159,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,09:30:00,0,9,30
160,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,09:35:00,0,9,35
161,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,09:40:00,0,9,40
162,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,09:45:00,0,9,45
163,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,09:50:00,0,9,50
164,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,09:55:00,0,9,55
165,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,10:00:00,0,10,0
166,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,10:05:00,0,10,5
167,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,10:10:00,0,10,10
168,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,10:15:00,0,10,15
169,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,10:20:00,0,10,20
170,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,10:25:00,0,10,25
171,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,10:30:00,0,10,30
172,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,10:35:00,0,10,35
173,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,10:40:00,0,10,40
174,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,10:45:00,0,10,45
175,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,10:50:00,0,10,50
176,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,10:55:00,0,10,55
177,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,11:00:00,0,11,0
178,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,11:05:00,0,11,5
179,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,11:10:00,0,11,10
180,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,11:15:00,0,11,15
181,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,11:20:00,0,11,20
182,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,11:25:00,0,11,25
183,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,11:30:00,0,11,30
184,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,11:35:00,0,11,35
185,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,11:40:00,0,11,40
186,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,11:45:00,0,11,45
187,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,11:50:00,0,11,50
188,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,11:55:00,0,11,55
189,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,12:00:00,0,12,0
190,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,12:05:00,0,12,5
191,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,12:10:00,0,12,10
192,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,12:15:00,0,12,15
193,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,12:20:00,0,12,20
194,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,12:25:00,0,12,25
195,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,12:30:00,0,12,30
196,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,12:35:00,0,12,35
197,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,12:40:00,0,12,40
198,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,12:45:00,0,12,45
199,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,12:50:00,0,12,50
200,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,12:55:00,0,12,55
201,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,13:00:00,0,13,0
202,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,13:05:00,0,13,5
203,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,13:10:00,0,13,10
204,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,13:15:00,0,13,15
205,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,13:20:00,0,13,20
206,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,13:25:00,0,13,25
207,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,13:30:00,0,13,30
208,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,13:35:00,0,13,35
209,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,13:40:00,0,13,40
210,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,13:45:00,0,13,45
211,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,13:50:00,0,13,50
212,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,13:55:00,0,13,55
213,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,14:00:00,0,14,0
214,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,14:05:00,0,14,5
215,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,14:10:00,0,14,10
216,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,14:15:00,0,14,15
217,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,14:20:00,0,14,20
218,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,14:25:00,0,14,25
219,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,14:30:00,0,14,30
220,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,14:35:00,0,14,35
221,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,14:40:00,0,14,40
222,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,14:45:00,0,14,45
223,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,14:50:00,0,14,50
224,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,14:55:00,0,14,55
225,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,15:00:00,0,15,0
226,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,15:05:00,0,15,5
227,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,15:10:00,0,15,10
228,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,15:15:00,0,15,15
229,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,15:20:00,0,15,20
230,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,15:25:00,0,15,25
231,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,15:30:00,0,15,30
232,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,15:35:00,0,15,35
233,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,15:40:00,0,15,40
234,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,15:45:00,0,15,45
235,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,15:50:00,0,15,50
236,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,15:55:00,0,15,55
237,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,16:00:00,0,16,0
238,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,16:05:00,0,16,5
239,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,16:10:00,0,16,10
240,1.5226195219999998,0.0,0,0,0.0,0.19260762176505541,2014-07-07,16:15:00,0,16,15
241,0.0,0.0,0,0,0.3045239044,-0.09092189235052958,2014-07-07,16:20:00,0,16,20
242,0.0,0.0,0,0,0.3045239044,-0.09092189235052958,2014-07-07,16:25:00,0,16,25
243,0.0,1.5226195219999998,0,0,0.3045239044,-0.09092189235052958,2014-07-07,16:30:00,0,16,30
244,1.03861342,0.0,0,0,0.3045239044,0.10248004035273836,2014-07-07,16:35:00,0,16,35
245,2.53594321,0.0,0,0,0.5122465883999999,0.3813003114023637,2014-07-07,16:40:00,0,16,40
246,1.952265858,0.0,0,0,0.714911326,0.27261278072138556,2014-07-07,16:45:00,0,16,45
247,1.067133288,1.03861342,0,0,1.1053644975999999,0.10779077241668772,2014-07-07,16:50:00,0,16,50
248,12.31087685,2.53594321,0,0,1.3187911552,2.20150696540669,2014-07-07,16:55:00,0,16,55
249,0.0,1.952265858,0,0,3.7809665252,-0.09092189235052958,2014-07-07,17:00:00,0,17,0
250,0.0,1.067133288,0,0,3.5732438412,-0.09092189235052958,2014-07-07,17:05:00,0,17,5
251,0.0,12.31087685,0,0,3.0660551992,-0.09092189235052958,2014-07-07,17:10:00,0,17,10
252,0.0,0.0,0,0,2.6756020276,-0.09092189235052958,2014-07-07,17:15:00,0,17,15
253,0.0,0.0,0,0,2.4621753699999998,-0.09092189235052958,2014-07-07,17:20:00,0,17,20
254,0.232227018,0.0,0,0,0.0,-0.0476785130120298,2014-07-07,17:25:00,0,17,25
255,0.0,0.0,0,0,0.046445403600000004,-0.09092189235052958,2014-07-07,17:30:00,0,17,30
256,0.0,0.0,0,0,0.046445403600000004,-0.09092189235052958,2014-07-07,17:35:00,0,17,35
257,0.0,0.232227018,0,0,0.046445403600000004,-0.09092189235052958,2014-07-07,17:40:00,0,17,40
258,9.333404429,0.0,0,0,0.046445403600000004,1.647066872776192,2014-07-07,17:45:00,0,17,45
259,0.897893515,0.0,0,0,1.9131262893999998,0.07627635275083905,2014-07-07,17:50:00,0,17,50
260,0.0,0.0,0,0,2.0462595888,-0.09092189235052958,2014-07-07,17:55:00,0,17,55
261,0.0,9.333404429,0,0,2.0462595888,-0.09092189235052958,2014-07-07,18:00:00,0,18,0
262,1.068587795,0.897893515,0,0,2.0462595888,0.10806161858477444,2014-07-07,18:05:00,0,18,5
263,1.795026636,0.0,0,0,2.2599771478,0.2433330036205291,2014-07-07,18:10:00,0,18,10
264,0.939480505,0.0,0,0,0.7523015892,0.08402033533996396,2014-07-07,18:15:00,0,18,15
265,1.310687491,1.068587795,0,0,0.7606189872,0.15314340571715485,2014-07-07,18:20:00,0,18,20
266,5.6870569820000005,1.795026636,0,0,1.0227564854,0.9680744488602495,2014-07-07,18:25:00,0,18,25
267,1.158773652,0.939480505,0,0,2.1601678818000005,0.12485527704366528,2014-07-07,18:30:00,0,18,30
268,0.661737706,1.310687491,0,0,2.1782050532,0.03230138670456574,2014-07-07,18:35:00,0,18,35
269,0.0,5.6870569820000005,0,0,1.9515472672,-0.09092189235052958,2014-07-07,18:40:00,0,18,40
270,0.874423691,1.158773652,0,0,1.7636511662,0.07190599778103175,2014-07-07,18:45:00,0,18,45
271,2.527700573,0.661737706,0,0,1.6763984062,0.3797654362547159,2014-07-07,18:50:00,0,18,50
272,4.800802085,0.0,0,0,1.0445271244,0.8030434501778565,2014-07-07,18:55:00,0,18,55
273,0.0,0.874423691,0,0,1.772932811,-0.09092189235052958,2014-07-07,19:00:00,0,19,0
274,0.0,2.527700573,0,0,1.6405852698,-0.09092189235052958,2014-07-07,19:05:00,0,19,5
275,0.0,4.800802085,0,0,1.6405852698,-0.09092189235052958,2014-07-07,19:10:00,0,19,10
276,0.0,0.0,0,0,1.4657005316,-0.09092189235052958,2014-07-07,19:15:00,0,19,15
277,0.0,0.0,0,0,0.960160417,-0.09092189235052958,2014-07-07,19:20:00,0,19,20
278,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,19:25:00,0,19,25
279,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,19:30:00,0,19,30
280,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,19:35:00,0,19,35
281,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,19:40:00,0,19,40
282,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,19:45:00,0,19,45
283,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,19:50:00,0,19,50
284,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,19:55:00,0,19,55
285,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,20:00:00,0,20,0
286,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,20:05:00,0,20,5
287,0.0,0.0,0,0,0.0,-0.09092189235052958,2014-07-07,20:10:00,0,20,10
288,8.030661732,0.0,0,0,0.0,1.4044809880156546,2014-07-07,20:15:00,0,20,15
289,0.855797922,0.0,0,0,1.6061323464000001,0.06843766235100755,2014-07-07,20:20:00,0,20,20
290,0.0,0.0,0,0,1.7772919308000001,-0.09092189235052958,2014-07-07,20:25:00,0,20,25
